Synset #1,Synset #2,Path
41130: [Abgas],32723: [Haftpflichtversicherung],0.6285714285714286
41130: [Abgas],7073: [Handschuhfach],0.7714285714285715
41130: [Abgas],"32717: [Autoversicherung, Automobilversicherung, Kfz-Versicherung]",0.6285714285714286
41130: [Abgas],"33593: [Kilometer, km]",0.7142857142857143
41130: [Abgas],8963: [Kleintransporter],0.6571428571428571
41130: [Abgas],"8950: [Kleinwagen, Kleinauto]",0.6571428571428571
41130: [Abgas],8946: [Kombi],0.6571428571428571
41130: [Abgas],"13548: [Bequemlichkeit, Annehmlichkeit, Komfort]",0.7428571428571429
41130: [Abgas],"18780: [Verbrauch, Treibstoffverbrauch, Kraftstoffverbrauch]",0.6
41130: [Abgas],15524: [Kundenkarte],0.8
41130: [Abgas],"37579: [Mieter, Mieterin]",0.7142857142857143
41130: [Abgas],"15310: [Miete, Mietpreis, Mietbetrag]",0.6857142857142857
41130: [Abgas],14287: [Mobilität],0.7142857142857143
41130: [Abgas],15470: [Monatsbeitrag],0.6285714285714286
41130: [Abgas],"7731: [Navigationsgerät, Navi]",0.7428571428571429
41130: [Abgas],90918: [Navi],0.7142857142857143
41130: [Abgas],"8822: [Neubaufahrzeug, Neuwagen, Neufahrzeug]",0.6571428571428571
41130: [Abgas],107740: [Nutzungsbestimmung],0.6285714285714286
41130: [Abgas],27178: [Opel],0.7142857142857143
41130: [Abgas],15257: [Ortstarif],0.6285714285714286
41130: [Abgas],57390: [parken],-1.0
41130: [Abgas],"8637: [Parkplatz, Stellplatz]",0.7428571428571429
41130: [Abgas],66549: [Partnerorganisation],0.7142857142857143
41130: [Abgas],70246: [Partnerunternehmen],0.6857142857142857
41130: [Abgas],"41338: [Passat, Passatwind]",0.6
41130: [Abgas],"12965: [Passwort, Paßwort]",0.6571428571428571
41130: [Abgas],27151: [Peugeot],0.7142857142857143
41130: [Abgas],"8814: [Personenwagen, Personenkraftwagen, PKW, Pkw]",0.6857142857142857
41130: [Abgas],11233: [Plakette],0.6857142857142857
41130: [Abgas],"27131: [VW Polo, Polo]",0.6857142857142857
41130: [Abgas],75538: [Polo],0.6285714285714286
41130: [Abgas],"13433: [Preis, Geldwert]",0.6857142857142857
41130: [Abgas],"66875: [Preis, Lobpreis]",0.7142857142857143
41130: [Abgas],"15240: [Preis, Kostenpunkt]",0.7142857142857143
41130: [Abgas],"15039: [Preis, Auszeichnung, Prämierung]",0.5428571428571428
41130: [Abgas],93577: [Preis-Leistungs-Verhältnis],0.7428571428571429
41130: [Abgas],10817: [Rechnung],0.7428571428571429
41130: [Abgas],"28643: [Errechnung, Berechnung, Kalkulation, Rechnung, Rechnen]",0.8
41130: [Abgas],10745: [Registrierung],0.6857142857142857
41130: [Abgas],15459: [Rückgabe],0.6285714285714286
41130: [Abgas],27142: [S-Klasse],0.6857142857142857
41130: [Abgas],6000: [Schlüssel],0.8
41130: [Abgas],"12865: [Schlüsselwort, Schlüssel]",0.7428571428571429
41130: [Abgas],"29329: [Schlüssel, Datenschlüssel]",0.7142857142857143
41130: [Abgas],"91768: [Schlüssel, Notenschlüssel]",0.7142857142857143
41130: [Abgas],75871: [Schlüssel],0.7142857142857143
41130: [Abgas],99694: [Schlüsselübergabe],0.6285714285714286
41130: [Abgas],27159: [Seat],0.7142857142857143
41130: [Abgas],5678: [Sportwagen],0.7714285714285715
41130: [Abgas],"70527: [Sportwagen, Sportauto]",0.6857142857142857
41130: [Abgas],"37176: [Sprinter, Sprinterin]",0.6571428571428571
41130: [Abgas],"8637: [Parkplatz, Stellplatz]",0.7428571428571429
41130: [Abgas],"8939: [Tank, Benzintank, Fahrzeugtank]",0.8
41130: [Abgas],"8999: [Panzerkampfwagen, Tank, Panzer, Panzerwagen, Kampfpanzer, Kampffahrzeug]",0.7428571428571429
41130: [Abgas],12248: [Tank],0.8
41130: [Abgas],60495: [tanken],-1.0
41130: [Abgas],"15255: [Tarif, Satz, Entgelt]",0.6571428571428571
41130: [Abgas],75830: [Tarif],0.7714285714285715
41130: [Abgas],8961: [Transporter],0.6857142857142857
41130: [Abgas],90528: [Verkehrsverstoß],0.6285714285714286
41130: [Abgas],"22773: [Vermieter, Vermietung, Verleih, Verleihfirma]",0.6571428571428571
41130: [Abgas],"37586: [Vermieter, Vermieterin]",0.7142857142857143
41130: [Abgas],"17001: [Verschwendung, Verschwenden, Verpulvern, Vergeudung]",0.6285714285714286
41130: [Abgas],"25436: [Versicherung, Versicherungsgesellschaft, Assekuranz, Versicherungsunternehmen]",0.7142857142857143
41130: [Abgas],"30846: [Versprechen, Zusicherung, Versicherung]",0.6571428571428571
41130: [Abgas],"32711: [Versicherung, Versicherungsvertrag]",0.6571428571428571
41130: [Abgas],"75656: [Versicherung, Prämie, Versicherungsprämie, Versicherungsbeitrag]",0.6285714285714286
41130: [Abgas],5584: [Versicherungsprodukt],0.8
41130: [Abgas],21852: [Versicherungsschutz],0.6
41130: [Abgas],"65881: [Fahrzeugklasse, Wagenklasse]",0.7142857142857143
41130: [Abgas],75592: [Wagenklasse],0.6285714285714286
41130: [Abgas],18129: [Warentest],0.7428571428571429
41130: [Abgas],80250: [Wartungskosten],0.6
41130: [Abgas],"106804: [Werktag, Arbeitstag]",0.7142857142857143
41130: [Abgas],77209: [Winterreifen],0.7428571428571429
41130: [Abgas],51307: [Zeiteinheit],0.8
41130: [Abgas],33682: [Zeiteinheit],0.7714285714285715
41130: [Abgas],57406: [zurückbringen],-1.0
41130: [Abgas],"15327: [Abgabe, Übergabe]",0.6571428571428571
41130: [Abgas],"20329: [Übergabe, Überstellung, Überbringung, Übermittlung]",0.6571428571428571
"19085: [Abtransport, Abholung, Abfuhr]",41130: [Abgas],0.6
"19085: [Abtransport, Abholung, Abfuhr]","19085: [Abtransport, Abholung, Abfuhr]",1.0
"19085: [Abtransport, Abholung, Abfuhr]","30089: [Abfrage, Anfrage, Anfragen]",0.7142857142857143
"19085: [Abtransport, Abholung, Abfuhr]","22808: [Empfang, Rezeption, Empfangsschalter, Anmeldung, Empfangsbereich]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",106432: [Anmeldung],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","18696: [Anmeldung, Eintragung]",0.8571428571428571
"19085: [Abtransport, Abholung, Abfuhr]","14820: [Miete, Anmietung]",0.6
"19085: [Abtransport, Abholung, Abfuhr]","12971: [Applikation, Anwendung, Anwendungssoftware, Anwendungsprogramm, Anwenderprogramm]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",27145: [Audi],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",60504: [aufladen],-1.0
"19085: [Abtransport, Abholung, Abfuhr]","60497: [aufladen, laden]",-1.0
"19085: [Abtransport, Abholung, Abfuhr]",9724: [Ausleihe],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","15420: [Ausleihe, Ausleihen]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",10760: [Ausweis],0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",106953: [Ausweis],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","8813: [Motorfahrzeug, Automobil, Auto, Kraftfahrzeug, Wagen, Kraftwagen, Motorwagen, Kfz]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","37658: [Autobesitzer, Autobesitzerin, Kfz-Halter, Kfz-Halterin]",0.37142857142857144
"19085: [Abtransport, Abholung, Abfuhr]","19093: [Autofahrt, Autofahren]",0.9142857142857143
"19085: [Abtransport, Abholung, Abfuhr]","25613: [Autohaus, Autoverkaufshaus, Automobilhändler, Autohändler]",0.4
"19085: [Abtransport, Abholung, Abfuhr]",15364: [Autokauf],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",61507: [Automodell],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","22774: [Autoverleih, Autovermieter, Automobilvermieter, Autovermietung, Automobilvermietung]",0.4
"19085: [Abtransport, Abholung, Abfuhr]",99968: [Bankverbindung],0.6571428571428571
"19085: [Abtransport, Abholung, Abfuhr]","10442: [Bargeld, Cash]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","37443: [Beifahrer, Beifahrerin]",0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]","12952: [User, Benutzer, Nutzer]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]","37706: [Benutzer, Benutzerin, Nutzer, Nutzerin]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","14786: [Benutzerkonto, Nutzerkonto]",0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]","55413: [bewerten, werten]",-1.0
"19085: [Abtransport, Abholung, Abfuhr]","30711: [Beurteilung, Gutachten, Bewertung, Wertung]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","27735: [Urteil, Beurteilung, Rating, Abschätzung, Bestimmung, Begutachtung, Evaluierung, Evaluation, Bewertung]",0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",78119: [Bezahlvorgang],0.7428571428571429
"19085: [Abtransport, Abholung, Abfuhr]",31078: [Buchung],0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",96929: [Buchung],0.6
"19085: [Abtransport, Abholung, Abfuhr]","8949: [Cabrio, Kabrio, Cabriolet, Kabriolett]",0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]","8949: [Cabrio, Kabrio, Cabriolet, Kabriolett]",0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]","17235: [Dienstfahrt, Dienstreise]",0.8857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",105739: [Dienstfahrt],0.9142857142857143
"19085: [Abtransport, Abholung, Abfuhr]",69410: [Elektrofahrzeug],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","19043: [Fahrt, Fahren]",0.9428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",53769: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",97900: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",57299: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",57685: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",57912: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",57963: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",57971: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",97899: [fahren],-1.0
"19085: [Abtransport, Abholung, Abfuhr]",13773: [Fahrerlaubnis],0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",33129: [Fahrleistung],0.6
"19085: [Abtransport, Abholung, Abfuhr]","15315: [Fahrpreis, Beförderungsentgelt]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","15210: [Fahrtkosten, Reisekosten]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","8702: [Fahrzeug, Gefährt, Vehikel]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",85454: [Fahrzeugflotte],0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",27115: [Fahrzeugtyp],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",27170: [Fiat],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",62253: [Fiesta],0.7428571428571429
"19085: [Abtransport, Abholung, Abfuhr]","14012: [Wandlungsfähigkeit, Flexibilität]",0.6
"19085: [Abtransport, Abholung, Abfuhr]",14286: [Flexibilität],0.6
"19085: [Abtransport, Abholung, Abfuhr]",27165: [Ford],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","10784: [Fahrausweis, Führerschein, Lappen]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",30275: [Führerschein],0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",34039: [Füllstand],0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",43558: [Golf],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","27130: [VW Golf, Golf]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]","21627: [Golfsport, Golf, Golfspielen, Golfspiel]",0.8
"19085: [Abtransport, Abholung, Abfuhr]","19742: [Haftpflicht, Haftung, Haftbarkeit]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",32723: [Haftpflichtversicherung],0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",7073: [Handschuhfach],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","32717: [Autoversicherung, Automobilversicherung, Kfz-Versicherung]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","33593: [Kilometer, km]",0.6
"19085: [Abtransport, Abholung, Abfuhr]",8963: [Kleintransporter],0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]","8950: [Kleinwagen, Kleinauto]",0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]",8946: [Kombi],0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]","13548: [Bequemlichkeit, Annehmlichkeit, Komfort]",0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]","18780: [Verbrauch, Treibstoffverbrauch, Kraftstoffverbrauch]",0.7714285714285715
"19085: [Abtransport, Abholung, Abfuhr]",15524: [Kundenkarte],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","37579: [Mieter, Mieterin]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","15310: [Miete, Mietpreis, Mietbetrag]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",14287: [Mobilität],0.6
"19085: [Abtransport, Abholung, Abfuhr]",15470: [Monatsbeitrag],0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]","7731: [Navigationsgerät, Navi]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",90918: [Navi],0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","8822: [Neubaufahrzeug, Neuwagen, Neufahrzeug]",0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]",107740: [Nutzungsbestimmung],0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",27178: [Opel],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",15257: [Ortstarif],0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",57390: [parken],-1.0
"19085: [Abtransport, Abholung, Abfuhr]","8637: [Parkplatz, Stellplatz]",0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",66549: [Partnerorganisation],0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",70246: [Partnerunternehmen],0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]","41338: [Passat, Passatwind]",0.6571428571428571
"19085: [Abtransport, Abholung, Abfuhr]","12965: [Passwort, Paßwort]",0.6
"19085: [Abtransport, Abholung, Abfuhr]",27151: [Peugeot],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","8814: [Personenwagen, Personenkraftwagen, PKW, Pkw]",0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]",11233: [Plakette],0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]","27131: [VW Polo, Polo]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",75538: [Polo],0.8
"19085: [Abtransport, Abholung, Abfuhr]","13433: [Preis, Geldwert]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","66875: [Preis, Lobpreis]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","15240: [Preis, Kostenpunkt]",0.6
"19085: [Abtransport, Abholung, Abfuhr]","15039: [Preis, Auszeichnung, Prämierung]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",93577: [Preis-Leistungs-Verhältnis],0.6857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",10817: [Rechnung],0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]","28643: [Errechnung, Berechnung, Kalkulation, Rechnung, Rechnen]",0.7142857142857143
"19085: [Abtransport, Abholung, Abfuhr]",10745: [Registrierung],0.7428571428571429
"19085: [Abtransport, Abholung, Abfuhr]",15459: [Rückgabe],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",27142: [S-Klasse],0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",6000: [Schlüssel],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","12865: [Schlüsselwort, Schlüssel]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","29329: [Schlüssel, Datenschlüssel]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","91768: [Schlüssel, Notenschlüssel]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",75871: [Schlüssel],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",99694: [Schlüsselübergabe],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",27159: [Seat],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",5678: [Sportwagen],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","70527: [Sportwagen, Sportauto]",0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]","37176: [Sprinter, Sprinterin]",0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]","8637: [Parkplatz, Stellplatz]",0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]","8939: [Tank, Benzintank, Fahrzeugtank]",0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]","8999: [Panzerkampfwagen, Tank, Panzer, Panzerwagen, Kampfpanzer, Kampffahrzeug]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",12248: [Tank],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",60495: [tanken],-1.0
"19085: [Abtransport, Abholung, Abfuhr]","15255: [Tarif, Satz, Entgelt]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",75830: [Tarif],0.6
"19085: [Abtransport, Abholung, Abfuhr]",8961: [Transporter],0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]",90528: [Verkehrsverstoß],0.8
"19085: [Abtransport, Abholung, Abfuhr]","22773: [Vermieter, Vermietung, Verleih, Verleihfirma]",0.42857142857142855
"19085: [Abtransport, Abholung, Abfuhr]","37586: [Vermieter, Vermieterin]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","17001: [Verschwendung, Verschwenden, Verpulvern, Vergeudung]",0.6857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","25436: [Versicherung, Versicherungsgesellschaft, Assekuranz, Versicherungsunternehmen]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]","30846: [Versprechen, Zusicherung, Versicherung]",0.6
"19085: [Abtransport, Abholung, Abfuhr]","32711: [Versicherung, Versicherungsvertrag]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]","75656: [Versicherung, Prämie, Versicherungsprämie, Versicherungsbeitrag]",0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",5584: [Versicherungsprodukt],0.5714285714285714
"19085: [Abtransport, Abholung, Abfuhr]",21852: [Versicherungsschutz],0.7714285714285715
"19085: [Abtransport, Abholung, Abfuhr]","65881: [Fahrzeugklasse, Wagenklasse]",0.4857142857142857
"19085: [Abtransport, Abholung, Abfuhr]",75592: [Wagenklasse],0.45714285714285713
"19085: [Abtransport, Abholung, Abfuhr]",18129: [Warentest],0.7142857142857143
"19085: [Abtransport, Abholung, Abfuhr]",80250: [Wartungskosten],0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]","106804: [Werktag, Arbeitstag]",0.5428571428571428
"19085: [Abtransport, Abholung, Abfuhr]",77209: [Winterreifen],0.5142857142857142
"19085: [Abtransport, Abholung, Abfuhr]",51307: [Zeiteinheit],0.6285714285714286
"19085: [Abtransport, Abholung, Abfuhr]",33682: [Zeiteinheit],0.6571428571428571
"19085: [Abtransport, Abholung, Abfuhr]",57406: [zurückbringen],-1.0
"19085: [Abtransport, Abholung, Abfuhr]","15327: [Abgabe, Übergabe]",0.6
"19085: [Abtransport, Abholung, Abfuhr]","20329: [Übergabe, Überstellung, Überbringung, Übermittlung]",0.8285714285714286
"30089: [Abfrage, Anfrage, Anfragen]",41130: [Abgas],0.7142857142857143
"30089: [Abfrage, Anfrage, Anfragen]","19085: [Abtransport, Abholung, Abfuhr]",0.7142857142857143
"30089: [Abfrage, Anfrage, Anfragen]","30089: [Abfrage, Anfrage, Anfragen]",1.0
"30089: [Abfrage, Anfrage, Anfragen]","22808: [Empfang, Rezeption, Empfangsschalter, Anmeldung, Empfangsbereich]",0.6
"30089: [Abfrage, Anfrage, Anfragen]",106432: [Anmeldung],0.8
"30089: [Abfrage, Anfrage, Anfragen]","18696: [Anmeldung, Eintragung]",0.8
"30089: [Abfrage, Anfrage, Anfragen]","14820: [Miete, Anmietung]",0.6571428571428571
"30089: [Abfrage, Anfrage, Anfragen]","12971: [Applikation, Anwendung, Anwendungssoftware, Anwendungsprogramm, Anwenderprogramm]",0.6
"30089: [Abfrage, Anfrage, Anfragen]",27145: [Audi],0.7142857142857143
"30089: [Abfrage, Anfrage, Anfragen]",60504: [aufladen],-1.0
"30089: [Abfrage, Anfrage, Anfragen]","60497: [aufladen, laden]",-1.0
"30089: [Abfrage, Anfrage, Anfragen]",9724: [Ausleihe],0.6
"30089: [Abfrage, Anfrage, Anfragen]","15420: [Ausleihe, Ausleihen]",0.6285714285714286
"30089: [Abfrage, Anfrage, Anfragen]",10760: [Ausweis],0.8571428571428571
"30089: [Abfrage, Anfrage, Anfragen]",106953: [Ausweis],0.8857142857142857
"30089: [Abfrage, Anfrage, Anfragen]","8813: [Motorfahrzeug, Automobil, Auto, Kraftfahrzeug, Wagen, Kraftwagen, Motorwagen, Kfz]",0.6
"30089: [Abfrage, Anfrage, Anfragen]","37658: [Autobesitzer, Autobesitzerin, Kfz-Halter, Kfz-Halterin]",0.4857142857142857
"30089: [Abfrage, Anfrage, Anfragen]","19093: [Autofahrt, Autofahren]",0.7428571428571429
"30089: [Abfrage, Anfrage, Anfragen]","25613: [Autohaus, Autoverkaufshaus, Automobilhändler, Autohändler]",0.5142857142857142
"30089: [Abfrage, Anfrage, Anfragen]",15364: [Autokauf],0.6285714285714286
"30089: [Abfrage, Anfrage, Anfragen]",61507: [Automodell],0.7428571428571429
"30089: [Abfrage, Anfrage, Anfragen]","22774: [Autoverleih, Autovermieter, Automobilvermieter, Autovermietung, Automobilvermietung]",0.5142857142857142
"30089: [Abfrage, Anfrage, Anfragen]",99968: [Bankverbindung],0.7142857142857143
"30089: [Abfrage, Anfrage, Anfragen]","10442: [Bargeld, Cash]",0.6857142857142857
"30089: [Abfrage, Anfrage, Anfragen]","37443: [Beifahrer, Beifahrerin]",0.5714285714285714
"30089: [Abfrage, Anfrage, Anfragen]","12952: [User, Benutzer, Nutzer]",0.7142857142857143
